GeneSymbol	CellType_1	CellType_2	CellType_3	CellType_4	CellType_5	CellType_6	CellType_7	CellType_8	CellType_9	CellType_10
Gene_26	128.863266695401	467.90877027411	49.0509390198458	595.552523621684	80.6994501649478	440.730980019995	212.010055325195	74.6391335671491	161.705964839112	305.992122042031
Gene_27	744.703652066578	2372.12964032531	1286.91011996443	1239.66665938454	432.494861767361	101.829414007216	101.02666217658	2354.36170514697	520.592465655875	9.63034561733065
Gene_28	278.8306839152	1340.07652881378	170.930898498312	1266.40594139858	102.266993399374	97.8478101731504	236.499504960548	327.534309172685	105.275245462957	306.286168052919
Gene_29	199.540718768714	733.101732842116	162.72477650982	1555.15212006275	42.0074168715842	146.680750654533	182.785713119964	324.156539383245	81.1002928675034	637.178709005297
Gene_30	444.085582123427	355.10205048962	224.334934696903	318.894013004557	1186.93511835282	376.665754004624	78.1968578472233	182.569208795785	102.119269651446	829.875175273548
Gene_31	89.4686676520992	520.887457483391	193.05123766146	781.091923173712	29.1519382388167	522.458638468012	854.670078128314	821.612515297938	444.690516294977	50.7740159113945
Gene_32	47.9931015929995	155.043146760253	204.180457090359	1286.86600147918	142.846265007735	229.200766163798	241.821373030703	214.591856536466	178.234591615054	558.864056611636
Gene_33	93.7759751533049	267.455816223668	72.7404329824259	263.06075762025	22.3253838027445	208.984590348413	510.218006877194	81.0512770186822	924.694878600485	502.341190651723
Gene_34	88.9836782385364	122.292122083097	530.647925605616	976.440111318927	367.856927423286	129.341114900211	80.4341370047895	252.964727604649	321.191281541709	732.096536406319
Gene_35	249.986772653974	870.57066190821	223.578846495217	344.523029405207	49.7049452227081	127.304031265256	659.453188879408	520.208712483874	390.007354079414	155.501266189027
Gene_36	84.1932016541707	172.581214047483	612.14786827674	666.087584463891	472.975239246735	137.349455314874	159.079683841467	460.283794494813	357.785172893406	237.583725194649
Gene_37	22.5248134378571	232.984797797065	41.6933396386492	1882.35153555516	13.8832719801601	2145.0522754198	1430.58290781118	256.372327308024	158.952765834011	147.860585177415
Gene_38	56.2617365109553	74.3485350959266	153.476998088346	242.578317942906	76.7948758451755	1107.1667668686	272.403144079355	264.576886573192	173.720296168647	991.036525704282
Gene_39	61.4427405331496	179.919460334858	577.615202482407	127.994893376127	57.1405653325515	499.146456308388	1010.78674993049	3373.58512919393	148.701881326346	184.273601365298
Gene_40	334.687832520832	478.94634317534	385.055542258769	445.583196046418	444.653789377664	322.741903869528	69.3469001806428	381.968334563847	401.716445387796	66.8780077076629
Gene_41	265.309276941926	269.530109378135	231.752400350994	80.3028041679268	420.181286093798	277.348693698987	164.517662894605	318.688118582464	85.5653404881944	1279.62917329257
Gene_42	131.015158482557	128.795751102354	804.432131495272	244.709074299861	147.534524677714	436.114596275436	102.39980382199	1277.93848051941	202.713820184341	274.414366839419
Gene_43	177.709920263485	275.445413750204	531.600049172202	1090.98377914861	354.896600510784	130.991054302703	48.3016577832206	537.78158078122	37.0963487938459	940.057925813329
Gene_44	323.396230675503	457.653915450047	2448.43784592073	758.816293432653	477.7050142063	52.6108456419464	67.0186194109894	1963.73670305482	394.983114651597	91.7109926351712
Gene_45	319.750620943436	653.165719181419	46.5643257435913	477.075850810425	72.9065984300654	639.716528470045	209.464724262395	110.725367578081	47.4191781791625	1311.61225141376
Gene_46	16.398661879118	66.2755176650991	887.511611224017	1168.23856711415	79.1701126591459	877.317010019531	347.746988071255	2894.20487943366	254.892893507038	71.0757280861711
Gene_47	1112.45359225688	3077.03495985741	607.144260311972	450.423653033654	120.23292545914	111.204460230507	185.005126030224	2489.73367537787	88.4434195201787	73.0102596932604
Gene_48	103.198394907555	215.056125914332	598.227619000441	179.673750150351	239.811820454415	161.901957404434	474.968549166908	786.578027089798	694.240736733448	141.851250812533
Gene_49	31.0509968108632	111.386651008946	238.258968905343	469.008772501327	36.2039489816	459.422549845088	423.061322996329	501.540215877111	376.595037291452	247.383377842708
Gene_50	165.241144600335	351.788021573312	158.485099776717	1139.80640009697	112.035323419678	592.515173022952	184.773647282655	381.337279780329	46.603046967715	848.340039119466
Gene_51	572.672598868153	1133.44966914684	204.59064621063	841.031856219467	143.657011336276	154.189595702688	180.494517913953	348.957542869661	90.670672043753	579.245610175918
Gene_52	178.050953003153	367.406289896986	175.215070551247	633.707011264305	99.6137747181372	379.147163579196	342.952164223325	393.412717485879	84.961798913717	867.091031531865
Gene_53	179.996292410711	736.056400273415	73.105322205506	250.663724767339	35.4083598539194	878.191274762431	1263.56066879488	552.718687020493	62.7780065871504	267.766771309637
Gene_54	91.9724765276221	917.151750047732	158.594278424025	1066.6722746159	44.9478455510014	68.4586562872948	439.298513095868	380.901405603611	116.227462537373	158.767251159393
Gene_55	2052.6818561701	4958.5643227413	198.829927164716	406.547979330019	138.184635419495	58.6436158332321	259.286004162657	412.799752056801	129.67558014568	215.930677988644
Gene_56	55.3716538291812	255.114026285531	702.154610986959	810.12653787837	108.244372489427	63.0292665675907	284.529225842893	1106.41203116621	152.076345127478	294.449609410236
Gene_57	349.533116251946	497.108379993403	384.38877880319	587.633807576519	425.290000370549	103.516634340938	65.1997064733078	330.707820259042	85.0110788053214	671.145791206406
Gene_58	27.0322190297692	93.8607269887233	719.796652295423	1936.07221633933	345.312835518203	496.850418897939	284.990888805463	1324.77294616326	144.659465075935	165.757819912379
Gene_59	115.966217272133	378.685930602711	201.538740152771	887.300156891708	123.806024058467	228.201281796797	425.556188244333	342.509828334813	197.624808451925	411.660715306712
Gene_60	228.377060419885	221.473850111572	1751.34666703312	396.702061286283	1028.70119857011	60.2933080283006	42.9694190958772	756.642744283658	433.388053280526	161.741972792672
Gene_61	211.016847214104	594.665533040947	2417.15392301704	3634.49686104796	135.447953634486	194.947439302555	93.3206423655273	8584.17665520052	64.2548183450912	80.1635134023774
Gene_62	489.840267958357	2024.09626603446	100.63466919199	929.189236211423	119.769502400917	133.690499457773	639.451548413475	282.667827044631	60.9068577438361	703.952801534901
Gene_63	394.092115234636	314.803149422211	2373.21849302687	214.813851014857	586.934726156814	232.3530919641	81.6509927732795	4264.40981247374	152.59888256839	129.109780472561
Gene_64	164.70189248765	612.390401107354	348.144048270321	1231.54095414225	439.553934345915	93.1473470821846	73.0357254744229	265.956456783896	290.313696340684	68.4128102631233
Gene_65	168.733499836055	385.952880378966	553.520419819365	420.777659335303	80.9077176727962	156.532478928915	361.50311684681	1238.69992808019	196.090471256459	239.714614766512
Gene_66	340.323640512912	495.129764908102	679.75702684293	360.871799372155	177.548259775695	117.432538789525	116.744060218072	760.524807238297	400.403135308833	138.140739646387
Gene_67	245.940005207552	315.569025293204	374.764395502188	230.531124600535	635.403998426982	381.032770595371	103.988850298956	385.56137728624	368.445639150675	101.543438836173
Gene_68	102.758956229621	335.273089301561	179.662314547782	1081.02397312993	148.802172109179	109.467207936983	564.847420591931	236.448483305034	97.5370703656	1533.83775692253
Gene_69	623.213699591006	2635.06342646253	311.39617142832	590.21625370031	20.157560708228	88.7908093449673	319.87850047232	1573.78849010689	76.3622454839261	163.417216314776
Gene_70	1100.39102804124	478.51688122365	1618.48372584549	94.8917385180229	1789.65201400489	41.7601397796843	27.0255006604887	528.584274386929	559.963877012524	191.294667158161
Gene_71	29.5729774924919	42.4185903857535	1597.84920436252	358.762462595997	967.769521259375	142.763419386682	83.6759284538171	806.865608071381	397.041111754941	219.780029487514
Gene_72	510.158635643697	926.01087730843	292.403496304625	330.359270726541	75.1541631677914	97.2731187962291	508.88233951094	591.172465565903	178.212664242569	802.499169958568
Gene_73	89.3138519665388	1567.53916874288	59.8756883231636	1649.01762300628	10.539947699326	72.1137793806192	1164.84702312056	169.069083168165	335.501984838325	93.7954357107334
Gene_74	463.731143787897	999.300765195269	729.930640080458	2461.04836929272	311.125094012388	53.8613630368645	26.6486079887958	425.235878338157	334.480091015479	89.1764858259482
Gene_75	64.9777625664319	297.689987787306	720.647284440106	2171.15309715366	106.431688066113	158.219840125638	230.770699806229	1364.01819341517	213.466590657975	103.64871897114
Gene_76	190.730420136247	578.544484653698	152.390055262488	1889.08582207036	108.856303470052	435.210453998359	84.0130024373676	302.726580669748	60.8088660090145	257.65514324843
Gene_77	16.6186008278375	57.5839056827482	233.830262288839	508.733464532687	269.086074693801	516.107777156933	530.410688862075	268.708193874429	407.783209788273	214.714126774705
Gene_78	427.103563405715	566.230771562261	1686.74518961654	137.508845049383	172.772170146299	91.3486750518811	154.594836705905	3301.25417686268	304.045784565319	94.4709890999749
Gene_79	172.424876108575	301.744140569048	155.252397924179	805.086749032797	443.668335672427	1392.3157411057	356.539884651475	569.33963214412	18.5684935079965	1382.89855984188
Gene_80	262.457221101237	731.824545211555	1064.67361633057	751.800966263631	134.847114395095	146.072168107122	305.857708729146	3304.18972591107	157.230897694788	79.4791695405185
Gene_81	539.170828426095	997.205647895106	852.827395031988	161.938469131003	298.992485194756	43.9539822537301	97.1251931547066	858.545197649983	470.115904127209	65.5006250209587
Gene_82	68.4666760580545	218.309697171641	137.619577646596	820.044311656243	65.2077800457564	1233.19845290589	406.790160196052	475.03454778605	122.634571008964	371.703268535809
Gene_83	471.846763136887	724.813642915296	181.710258039933	414.127911560174	302.919495879461	148.93017645203	150.034474280354	318.057165811025	19.8060251896954	2621.03886897795
Gene_84	319.065213766432	562.800012085759	1200.27838736801	851.461861869278	285.227204481957	79.2075553562435	70.6369437269076	1116.78078065536	392.006900324213	79.1419481583893
Gene_85	52.0069576736127	89.3654686813956	1606.78199005471	185.855891988248	392.391200519806	134.726748099543	123.944757664384	1948.8780101507	177.169265667063	204.269609895307
Gene_86	82.6339282011513	273.596262746753	303.287606332978	668.543718527689	176.526475332089	416.631032122485	733.903765918628	751.41694537471	227.797585948547	172.67887007891
Gene_87	518.955009198698	1014.02504053586	44.5460557473885	136.754651869408	213.998442862762	234.107756339679	572.852875106723	47.3610523656675	537.882813103529	403.025284464761
Gene_88	50.7556213711491	144.540651845643	464.940210246156	294.989790070672	122.572145857135	223.074256214728	438.370493845533	840.769821341101	270.465020269005	255.959030586055
Gene_89	18.3492453278474	48.9192583076827	138.083740442054	527.207562052552	47.2353194298025	1271.89239634556	435.321264933533	239.97096520771	384.333402547263	530.608868924204
Gene_90	228.593295295294	677.33846978833	1436.58234775817	1078.6481532632	129.699274954165	42.0220153718105	213.868559048628	2130.378208031	285.679649143341	111.876069960778
Gene_91	269.284787617375	315.819005804573	216.189756173269	292.75864045038	171.549235870942	1774.54529998084	233.949976065	1213.89791929131	15.7572604755276	941.050680522973
Gene_92	167.798821618562	990.212355610163	157.408562292687	905.642319293711	104.397007711887	104.660940530954	487.429718741489	260.686283182783	332.417006941569	108.753439955709
Gene_93	66.1224065286085	125.779598893196	424.955321938725	192.441050546728	192.887147881985	511.810789342828	349.198766059736	738.811646103708	430.631651397987	147.017253506136
Gene_94	100.558294806357	90.6485373498455	769.753637111003	584.308424977875	1836.61225821781	784.686680028419	79.2715020735568	848.615532076326	83.1918708240574	554.05916969312
Gene_95	178.030816328248	680.85277722851	206.32301541081	261.056209614729	98.6605806060842	100.770925327534	782.652483465592	334.70811378724	617.335639180344	163.461449224105
Gene_96	55.6815188039634	37.5675224427455	1701.1230332524	103.513323891696	446.717018484163	477.809445392791	89.9295022609837	1910.9901908939	240.799148241991	388.868949794484
Gene_97	64.8542258396324	1032.27726005779	77.6879665385133	1545.06608810166	76.0953914144981	66.3799523836125	1252.46981863297	170.24202502226	134.654356937615	174.772387874038
Gene_98	25.3242289073596	246.89197269216	59.6662871669501	1566.18615430312	34.0240643338834	641.729127501962	2248.93793826415	153.824881390537	710.310626952431	121.018749532555
Gene_99	64.6722429169328	70.6868468457006	99.7139300945462	151.093815737171	91.8502614206716	705.26479881666	327.872960191235	131.387575977925	116.265473515594	4281.04397043788
Gene_100	289.490202113844	338.685554156163	192.09717696934	1091.20167457514	957.455880969073	229.792306801726	23.8818618119175	79.2875816159304	153.592121887961	593.736784101682
Gene_101	129.672550146892	566.903325456491	571.201988265276	2720.23158146414	49.8852540470856	175.660411651065	153.644144768676	1752.98261769932	69.9302440167592	185.774913875892
Gene_102	174.293303467202	193.466841713228	508.418847574002	253.322977290072	375.486338071123	390.676471584165	114.739050781137	572.153017811603	319.648499786049	236.724363612063
Gene_103	1560.18558612072	1450.12716515221	1046.31223842098	119.35210665792	547.986706942749	44.0895029869311	54.5013594775057	1055.09338492236	185.247221841245	130.73784837698
Gene_104	59.2628192811088	245.942194801653	208.551454728293	389.822236659494	229.903578214778	484.84041663005	414.013733278968	396.138210612772	396.833718171501	68.9281979336862
Gene_105	724.761091776803	1329.42247279986	417.861335275767	119.074766845189	185.239240669131	175.774238866795	331.896545676775	1477.2742258021	104.265416140851	174.703553690392
Gene_106	365.419501880306	1023.29730266568	148.687998804561	984.396111865662	32.5192424854359	236.354963848487	328.525640310754	388.336277293688	155.684710638512	382.161767588687
Gene_107	44.3861559219453	123.647073281735	266.831484626127	325.465263489726	109.791327689599	284.584163408544	172.350193500425	314.481806116981	356.011731270266	224.168449195762
Gene_108	640.648294453891	835.660297702854	2947.59954247303	1874.18001629567	287.975037567218	77.5622216434796	49.0099196159085	2730.38206604999	769.425991318847	39.8105248994994
Gene_109	239.390011142316	1024.83834417934	272.306758115597	853.552498866859	34.4400730588504	240.235457551099	696.706648829292	1137.92679796341	219.126072093326	101.140976471388
Gene_110	252.533530519433	1371.19342877986	285.935205225953	2939.19715246962	75.9845339012178	172.220301233751	145.42027752427	636.036032943168	206.665898347789	54.5930517119062
Gene_111	672.920410343716	1091.44383387636	277.524460729339	1282.94270153093	183.802686615863	11.0858804679585	58.2469010507905	57.6330645169425	804.205572607573	833.256851401411
Gene_112	80.0791394001787	42.363902615475	3292.35962751438	161.189890232914	589.582231045922	158.000560232134	38.6255402134171	1473.77450448853	795.519311075655	228.12142136152
Gene_113	95.4552893367009	189.657973600154	324.973901604319	747.136093099811	334.342988811043	219.880883763511	139.065591533993	216.640249543499	576.897477697311	185.446576785986
Gene_114	86.2876995020624	125.015835933296	896.639368642269	961.3451367078	115.320167909594	254.939392463766	187.765265336993	1465.60586181455	119.634965946771	848.935833190534
Gene_115	106.178037436501	318.918044205058	470.425995033978	1653.86698204404	169.889507549273	114.332345321628	130.338918268593	523.971825451689	158.327465138504	368.888067816014
Gene_116	486.602314313278	705.092842463175	1032.56010617872	568.812803379186	100.124404837725	11.4810785994046	127.323210627432	459.020674450781	883.389302580473	515.668567150818
Gene_117	409.319091201715	189.855374602541	1064.01594149536	279.337869828239	546.789111602345	531.239358838656	38.9534603028519	1509.35280168097	62.1747768358112	729.632530264033
Gene_118	358.376781092419	635.690217389186	514.184084609827	342.478025299087	67.9821184549448	474.551382577218	213.261497200756	2505.61755375886	74.1072920815908	188.30191455225
Gene_119	81.4878715930873	195.108562609491	1086.82830415688	333.189876344624	276.877898634836	78.8487370443225	132.98924989651	1082.62414636114	322.418740131802	132.036360146327
Gene_120	245.836033950169	175.918036519175	411.632309435147	146.455739630287	653.646298136888	475.894023308795	118.376715760017	628.069116997306	47.1110206754743	1479.0780060839
Gene_121	35.6689065367387	197.208490795777	517.37145636761	2294.51564133671	151.242461631566	227.983481426226	215.078487878316	727.481614868783	407.161369978517	62.938053801757
Gene_122	645.768443580622	321.647569222835	62.3682774189017	63.8953289288912	568.352594264995	795.790589480405	178.482941312581	100.879950090687	18.2906069692441	11358.385846943
Gene_123	221.873024805692	409.828609804558	795.485435918343	309.107165818334	290.995160195803	30.8549538514902	43.7707630611148	522.076958410251	142.808667526806	385.971588598365
Gene_124	321.60727178409	968.683427139624	330.401792862715	983.226077823544	48.467598846273	153.642890201346	144.545143014075	843.208917767479	105.188393847895	219.656873120714
Gene_125	366.695913778592	281.223523279728	823.439701250925	155.184016645836	162.22694816036	272.071570400802	103.823688340809	1540.79606786963	119.22161324306	493.990774305807
Gene_126	519.298123481859	518.816686841322	275.445054945471	169.533996105993	89.2725587062208	47.3671938790897	202.522232438095	171.904323120597	549.058531796786	1295.22935644549
Gene_127	112.72653265164	555.211451910507	107.823449451213	249.335673683558	57.0187893503872	152.613888880859	578.587617997507	233.827671025274	206.427471471904	232.172292144975
Gene_128	181.255844479307	501.924966341575	3071.23524843089	609.403021212693	158.970262166086	45.319069082023	171.206444654069	5698.79007974946	288.160364054268	61.3644902809027
Gene_129	271.490851337648	572.926168862791	443.275083287447	208.835477077757	140.446559258999	58.7288963976784	235.022872169054	482.382527171143	399.134933067834	194.867814025723
Gene_130	162.266333977632	903.010481290763	597.478820646571	1365.54377548353	62.2410164365073	114.069878355049	160.901800530878	1975.35980428328	84.7175990245613	73.8965936678893
Gene_131	18.0208182472894	106.102453280208	445.022771010964	102.931747668401	89.9605106603047	221.822968415409	2005.38641561912	1486.82302719055	360.514630898152	119.280696634915
Gene_132	488.593176436442	286.610331385195	358.611509334601	171.990130838186	671.896409708723	208.190287544842	50.6210128141302	367.443769538728	25.6388741027035	3373.81497862727
Gene_133	81.1738467994687	1570.04091140107	95.7971057039483	1772.52028236621	30.7679277279364	229.573788520464	1625.51970411637	491.754812630436	323.622682579944	21.1727658260193
Gene_134	24.9363882646367	38.8233195946833	98.5977992591562	360.74667964555	134.749777450813	4019.9238350373	431.300914611025	166.368068911981	375.296092745445	508.123441985112
Gene_135	114.856425651901	442.554389901596	458.049951304216	1251.29296999069	64.968330111115	76.9680143245976	303.477646624592	572.013638298254	501.85470865652	166.783435111475
Gene_136	1456.80098487196	9877.49668096359	215.965421704284	1516.90882915522	24.9312604327815	67.5426384396236	310.189831901164	1286.91549196673	64.6985641117856	78.7467667211417
Gene_137	177.513320428789	568.550314287169	901.629927626818	305.545909902544	143.474547099368	207.890914994905	448.163360166657	3879.00461148657	132.385319497856	69.3961030813939
Gene_138	273.723598376348	309.431742883366	1170.79999548074	339.56841357355	101.370185775138	96.2775458031301	70.7813563159468	1212.63187914874	389.538135371227	226.108534884971
Gene_139	362.429348661458	857.395886646757	76.5183432094174	324.277451651257	47.457550285832	337.343393478747	513.680049020981	150.604446760414	409.101339296222	269.699960628311
Gene_140	40.4245766149992	137.47217762302	373.805768436159	4918.00423184811	252.479666688391	266.972316444045	174.586348127746	224.308094754766	975.765459876764	125.359072434126
Gene_141	118.836106273632	566.620925725254	527.463421070379	2777.31651051054	133.131008837342	170.999261974018	159.328726082578	783.094850706674	460.556951590886	31.9209477486566
Gene_142	84.5400607113984	119.822212852571	1488.74862438469	1070.8669065163	730.357905862969	202.781821230338	62.896353283582	1806.17439715863	42.3507502581799	519.72860384451
Gene_143	407.474131027237	735.547149366342	123.129826220847	115.554886147382	260.158120764434	306.534289323148	283.099156473724	264.673732860351	89.8975970515942	402.853359973519
Gene_144	55.71289824358	169.653238986165	171.991869441128	513.123338880614	57.2449179955686	629.709335689945	573.813884294721	438.723090912451	218.814586418547	406.334438619431
Gene_145	506.729011376378	683.322355190137	2727.57991504993	1195.43388530856	277.52237324171	33.0769219298045	21.8707080491656	2323.83767968315	119.247255770656	161.591354032472
Gene_146	1162.63715956317	3539.20589524658	364.256507647133	719.848784103422	28.5687252093728	33.6889519004913	155.607516845321	1016.75107908785	58.2106373297546	348.472001453262
Gene_147	105.580496604457	924.960283241013	77.1208592083033	1416.32755026617	38.9453057272223	187.172970972269	635.121556993179	240.548900219855	94.1246127735995	313.040615448292
Gene_148	740.357956651592	1294.22840799819	2778.77429525586	534.189254491828	175.580213780245	56.0344712872651	131.787801709924	5568.92235736002	387.337657061433	46.3818706165013
Gene_149	93.5320413923821	1749.73968625838	172.240227402345	1072.00469285936	9.08458519183121	370.622160673931	3219.82792454911	2410.80866868202	277.903151365934	14.0315589922309
Gene_150	426.743393787585	839.746187371485	332.345679473343	81.1776656545567	59.645934244421	135.243848978277	507.139066755671	986.342583801979	247.898323878609	231.561650859082
Gene_151	210.641210226663	435.869176692272	179.816621957519	185.829212823022	195.455671580524	704.517616813848	419.686263757375	514.134318059993	188.389125403277	161.603867399311
Gene_152	31.1864818114623	146.967897984126	42.4830285546185	678.797718805552	128.946178786979	700.818039870866	453.893072588377	41.6847572551186	619.08501554115	208.785577033367
Gene_153	60.9703647659534	92.9872432086273	212.130045601906	58.9017516380393	101.166293600511	590.687988037909	714.501125332147	647.248696414028	71.6912805358473	1410.68453210142
Gene_154	178.890528032316	447.304162062305	102.26737034611	732.541547311698	109.353345929992	507.708047294563	537.6565008511	223.146081704271	138.881117336038	606.418748561817
Gene_155	10.5068969636009	48.5416573671918	406.026559418642	470.522325215671	78.3630614928801	1055.77219710532	522.471745116547	1390.1039178918	177.560688003943	129.502860370547
Gene_156	49.3782587076757	268.124245545871	205.992995905066	816.806371799004	26.306072710985	152.92080040631	853.988262295269	475.115065149615	251.953667150189	393.667513402041
Gene_157	54.4370515565408	166.402917335152	146.617480060048	434.087821614449	91.2965447170342	664.916216604932	339.87657906455	380.880436148596	87.5674913979602	589.130761316296
Gene_158	85.4050345924319	232.047666679648	485.814988812314	509.038434500557	428.713908305732	443.660173537891	557.497161829096	1224.14777733582	144.586631266817	172.090476000267
Gene_159	44.6205263255095	174.918106393092	263.510593956362	476.027949444974	232.242322231404	396.480001592897	385.320499170099	484.766347582755	215.259694802078	110.997718878601
Gene_160	598.744372835734	1752.15344915835	158.868481894951	986.511605374534	204.436504088931	471.068523420659	256.816089423596	721.260658169445	27.9770263792812	307.593263794266
Gene_161	21.3297754913626	25.9159879461735	1308.59840346795	360.77318144078	508.556259457047	252.835356988917	83.5131679854437	589.628722059249	929.705937466722	238.819115465839
Gene_162	250.769748149597	384.387743308975	262.176415441693	183.806210734212	236.363588510194	127.530658083639	174.403344975598	246.627635561897	286.449288207523	453.088066596747
Gene_163	130.260631116061	1469.31136034596	32.9255644738353	1179.19672105386	8.17930313820743	115.54588102207	751.306912419258	88.2981166891907	212.286588859579	291.221068672738
Gene_164	306.068820710979	1060.37017867458	26.7070632331662	904.726767254055	204.632910251167	827.132606732643	570.443635867425	66.4513009379313	64.7968864378279	675.859475784003
Gene_165	77.6709289216804	104.015817563149	661.919290058237	165.960109932564	215.653408256953	213.061196551375	272.971363787976	607.226191421258	817.816041296681	194.633506117202
Gene_166	221.884256105992	745.267292374041	3859.40032856491	1252.47047813197	110.307955996575	106.443364405509	89.17154241229	16166.7769233097	88.12124360303	30.3091893555314
Gene_167	421.111588508188	732.948035230174	866.224914125569	1227.49097626087	922.673191631327	116.662318099468	45.4532565393265	1141.94854647494	39.0880702830454	297.652639564892
Gene_168	171.102415483929	559.292122159232	325.637006379524	2563.0198031239	162.451410941463	322.7870929611	269.095537024982	952.643204056955	44.2156018441797	452.321047095872
Gene_169	565.333023708893	1235.9563634253	410.531670155053	610.867082560437	356.940149577708	260.208820385246	98.0321281732598	781.933641057399	188.416250920668	45.6481998588509
Gene_170	168.483641862767	470.673839915766	202.753252534258	1497.36605779596	128.498094730469	743.013729906491	141.572737467813	706.013651901241	30.1783051518752	317.836571820328
Gene_171	520.214804695892	1286.026079328	811.105975221992	585.462456446208	367.240524097513	69.7284928443746	87.1924641519333	1195.78932542482	163.531844082063	74.1832120907094
Gene_172	318.858177496317	645.271716863654	162.475645206624	416.790180663058	171.400775326102	152.529662704916	93.8132550762268	145.298671404673	296.984870176295	249.524573771114
Gene_173	2615.66935497062	1765.70559915474	751.932938764936	191.79347684205	1443.42380597719	82.1065930845735	64.5860999477507	1018.50461819912	37.6057663132009	670.574019210125
Gene_174	493.252355975616	928.397860590706	598.230601998979	930.725392612634	93.651274233217	102.368553823411	70.4551519680272	986.608586416966	116.590152765672	243.908773126939
Gene_175	561.062452477185	686.065412924017	1143.29838342516	857.114494918438	299.330743017672	50.7712611347216	44.1034960178414	957.564003412372	131.682965303729	362.181063356464
